Data;DataHora;Grupo;Transportadora;ChaveNFe;NumeroNF;ShipmentOrderID;UF;FaixaPeso;PesoRealKg;ValorCobrado;ValorEBBEstimado;Economia
2026-06-11;2026-06-11 16:05:38.123;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260601336140000360550010039907341437537420;3990734;31719217;SP;30kg+;36.288;120.87;397.9043069948186;277.0343069948186
2026-06-11;2026-06-11 16:45:25.793;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;FAVORITA TRANSPORTE;35260601336140000360550010039906871019505814;3990687;31719765;GO;30kg+;53.76;78.54;502.2634285714286;423.7234285714286
2026-06-11;2026-06-11 16:50:18.643;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;FAVORITA TRANSPORTE;35260601336140000360550010039907231817697905;3990723;31719835;GO;20-30kg;27.84;93.82;386.85699999999997;293.037
2026-06-11;2026-06-11 17:45:21.067;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;FAVORITA TRANSPORTE;35260601336140000360550010039908341174512478;3990834;31720419;GO;10-20kg;14.794;82.66;363.17875;280.51874999999995
2026-06-11;2026-06-11 18:10:22.083;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260601336140000360550010039912521066329838;3991252;31720632;MG;10-20kg;18.144;53.72;349.35677966101696;295.63677966101693
2026-06-11;2026-06-11 19:45:24.757;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;FAVORITA TRANSPORTE;35260601336140000360550010039910101722620075;3991010;31721388;PA;30kg+;53.76;196.58;698.3584375;501.7784375
2026-06-11;2026-06-11 20:15:20.487;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260601336140000360550010039912541025863095;3991254;31721577;MG;30kg+;67.812;236.55;703.1904179104478;466.64041791044775
2026-06-12;2026-06-12 07:30:29.477;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260601336140000360550010039912571818570416;3991257;31723382;SP;10-20kg;15.773;35.81;377.716496350365;341.906496350365
2026-06-12;2026-06-12 09:00:32.337;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260601336140000360550010039912911470952647;3991291;31723713;SP;30kg+;36.288;131.99;397.9043069948186;265.9143069948186
2026-06-12;2026-06-12 09:15:17.780;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260601336140000360550010039913951723505966;3991395;31723783;SP;1-2kg;1.49038816;13.54;369.6331764705883;356.0931764705883
2026-06-12;2026-06-12 12:25:30.397;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260601336140000360550010039937871186460453;3993787;31725228;SP;5-10kg;5.775;16.81;366.5678466076696;349.7578466076696
2026-06-12;2026-06-12 14:15:18.267;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260601336140000360550010039937861837464993;3993786;31725711;SP;30kg+;87.55901950200001;256.33;397.9043069948186;141.57430699481864
2026-06-12;2026-06-12 15:30:20.897;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260601336140000360550010039937831601759343;3993783;31726104;BA;20-30kg;20.856;188.36;407.9010810810811;219.54108108108107
2026-06-12;2026-06-12 15:30:20.897;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260601336140000360550010039937821485421518;3993782;31726128;MG;30kg+;71.77235419200001;214.25;703.1904179104478;488.94041791044776
2026-06-12;2026-06-12 18:15:19.677;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260601336140000360550010039936131499794300;3993613;31727720;SP;30kg+;33.276;123.57;397.9043069948186;274.33430699481863
2026-06-13;2026-06-13 09:30:22.917;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260601336140000360550010039936601537091413;3993660;31730168;SP;30kg+;33.576;113.7;397.9043069948186;284.20430699481864
2026-06-13;2026-06-13 10:30:27.740;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260601336140000360550010039935861711713810;3993586;31730340;SP;30kg+;45.414;159.02;397.9043069948186;238.88430699481862
2026-06-13;2026-06-13 15:50:17.517;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260601336140000360550010039935771408029683;3993577;31731571;SP;20-30kg;24.572;70.42;375.2006624605678;304.7806624605678
2026-06-22;2026-06-22 11:45:24.163;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260601336140000360550010040149061134117680;4014906;31805623;PE;20-30kg;28.042;439.61;373.7682608695652;-65.8417391304348
2026-06-22;2026-06-22 12:00:30.920;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260601336140000360550010040140521122631558;4014052;31805912;RJ;30kg+;46.704;167.43;516.8187096774193;349.3887096774193
2026-06-22;2026-06-22 17:25:16.327;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260601336140000360550010040149431436241051;4014943;31808609;MG;30kg+;53.76;680.34;703.1904179104478;22.85041791044773
2026-06-23;2026-06-23 07:00:32.977;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;FAVORITA TRANSPORTE;35260601336140000360550010040144541782991140;4014454;31811749;GO;20-30kg;27.84;93.82;386.85699999999997;293.037
2026-06-23;2026-06-23 12:00:39.213;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260601336140000360550010040149621946933732;4014962;31813476;MG;30kg+;81.732;242.08;703.1904179104478;461.1104179104477
2026-06-24;2026-06-24 10:15:36.950;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260601336140000360550010040155391708369931;4015539;31819539;SP;20-30kg;27.216;147.04;375.2006624605678;228.1606624605678
2026-06-24;2026-06-24 13:45:23.270;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260601336140000360550010040172061810670248;4017206;31821056;SC;30kg+;77.7866628;271.38;573.3730337078651;301.99303370786515
2026-06-24;2026-06-24 13:45:23.270;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260601336140000360550010040191921003767948;4019192;31821057;BA;20-30kg;20.448;188.39;407.9010810810811;219.5110810810811
2026-06-25;2026-06-25 14:45:17.067;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260601336140000360550010040220361272813563;4022036;31827733;SP;10-20kg;19.818777438;49.69;377.716496350365;328.026496350365
2026-06-26;2026-06-26 09:25:14.917;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260601336140000360550010040240471679201156;4024047;31832380;RS;30kg+;55.412;189.26;639.6241803278688;450.3641803278688
2026-06-26;2026-06-26 15:55:16.590;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260601336140000360550010040240781521367692;4024078;31835452;SP;30kg+;44.381;156.37;397.9043069948186;241.53430699481862
2026-06-27;2026-06-27 11:30:27.403;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260601336140000360550010040242061172685416;4024206;31840763;MG;30kg+;80.512153902;248.37;703.1904179104478;454.82041791044776
2026-06-27;2026-06-27 12:30:22.540;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260601336140000360550010040242051295125373;4024205;31841084;BA;30kg+;66.404287488;208.32;632.1727540983607;423.85275409836066
2026-06-27;2026-06-27 18:00:26.140;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260601336140000360550010040243571156632456;4024357;31842452;MG;30kg+;58.38;190.79;703.1904179104478;512.4004179104478
2026-06-28;2026-06-28 20:45:18.610;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260601336140000360550010040241001061035317;4024100;31851373;CE;30kg+;79.7388928;471.24;804.6896428571429;333.44964285714286
2026-06-30;2026-06-30 12:45:19.180;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040265931623059373;4026593;31861512;SP;30kg+;93.408;300.91;397.9043069948186;96.9943069948186
2026-06-30;2026-06-30 18:00:32.320;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040266451837690137;4026645;31864411;SP;5-10kg;9.156;24.78;366.5678466076696;341.7878466076696
2026-07-01;2026-07-01 07:00:27.593;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040267901433255588;4026790;31867564;MG;30kg+;53.76;194.53;703.1904179104478;508.6604179104478
2026-07-01;2026-07-01 09:00:30.017;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040266511659657659;4026651;31868140;SP;30kg+;93.408;300.91;397.9043069948186;96.9943069948186
2026-07-01;2026-07-01 14:25:20.497;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040265771708794090;4026577;31871501;SP;30kg+;68.58;209.19;397.9043069948186;188.71430699481863
2026-07-01;2026-07-01 14:45:19.847;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040262931505579257;4026293;31871903;SP;30kg+;37.2211938;133.51;397.9043069948186;264.39430699481863
2026-07-02;2026-07-02 09:30:30.127;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040271511300188468;4027151;31877666;PE;30kg+;58.704;237.4;559.5709815950921;322.17098159509214
2026-07-03;2026-07-03 11:00:27.573;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040284791372284163;4028479;31886954;SP;30kg+;38.1;125.07;397.9043069948186;272.83430699481863
2026-07-03;2026-07-03 11:25:14.400;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040284811506965524;4028481;31887187;RJ;30kg+;58.38;178.05;516.8187096774193;338.7687096774193
2026-07-04;2026-07-04 17:21:15.947;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040303011658140154;4030301;31895606;SP;30kg+;53.76;184.08;397.9043069948186;213.8243069948186
2026-07-04;2026-07-04 22:30:18.750;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040303031736369813;4030303;31897166;SP;30kg+;80.192;262.23;397.9043069948186;135.6743069948186
2026-07-05;2026-07-05 14:10:19.153;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040302771476634839;4030277;31899322;SP;30kg+;93.408;427.94;397.9043069948186;-30.035693005181372
2026-07-06;2026-07-06 13:50:18.303;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040302871615205369;4030287;31906918;SP;30kg+;93.408;300.91;397.9043069948186;96.9943069948186
2026-07-06;2026-07-06 17:30:37.643;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040308951405504526;4030895;31908969;SP;30kg+;40.656;145.54;397.9043069948186;252.36430699481863
2026-07-06;2026-07-06 21:15:17.160;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040308971880593206;4030897;31910998;SP;30kg+;40.86;132.92;397.9043069948186;264.98430699481867
2026-07-07;2026-07-07 10:45:20.107;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040312591975495253;4031259;31913476;SP;10-20kg;10.0;24.92;377.716496350365;352.796496350365
2026-07-07;2026-07-07 14:35:20.890;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040312781955017033;4031278;31915116;SP;30kg+;93.408;300.91;397.9043069948186;96.9943069948186
2026-07-08;2026-07-08 14:15:16.553;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040320851552163757;4032085;31923487;MG;30kg+;59.021;209.69;703.1904179104478;493.50041791044777
2026-07-10;2026-07-10 19:20:18.567;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040339601772036414;4033960;31939005;SP;30kg+;44.1;262.82;397.9043069948186;135.08430699481863
2026-07-15;2026-07-15 09:50:18.933;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040363341904924851;4036334;31968355;BA;30kg+;93.408;299.24;632.1727540983607;332.93275409836065
2026-07-15;2026-07-15 12:28:56.227;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040460691197338069;4046069;31971172;SP;30kg+;42.924;138.78;397.9043069948186;259.12430699481865
2026-07-15;2026-07-15 17:55:20.390;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040364211707588643;4036421;31974022;MG;30kg+;65.915401;228.96;703.1904179104478;474.2304179104477
2026-06-13;2026-06-13 16:25:17.250;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260601336140000360550010039935761219080560;3993576;31731692;SP;3-5kg;3.2443257;14.52;376.4645323741007;361.94453237410073
2026-06-13;2026-06-13 17:00:26.473;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260601336140000360550010039935741453903026;3993574;31731833;BA;30kg+;38.963734425;398.6;632.1727540983607;233.57275409836063
2026-06-15;2026-06-15 09:10:27.563;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260601336140000360550010040121631498337958;4012163;31742066;SP;30kg+;185.7;574.32;397.9043069948186;-176.41569300518142
2026-06-15;2026-06-15 09:30:27.927;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260601336140000360550010040121431864328047;4012143;31742179;SP;10-20kg;11.909;26.22;377.716496350365;351.49649635036496
2026-06-15;2026-06-15 09:30:27.927;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260601336140000360550010039935801741233864;3993580;31742185;SP;30kg+;36.288;131.99;397.9043069948186;265.9143069948186
2026-06-15;2026-06-15 09:35:15.907;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260601336140000360550010040061071420988549;4006107;31742231;BA;30kg+;186.816;611.74;632.1727540983607;20.432754098360647
2026-06-15;2026-06-15 09:45:45.583;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;FAVORITA TRANSPORTE;35260601336140000360550010039957511395659879;3995751;31742299;PA;30kg+;57.336;239.41;698.3584375;458.94843750000007
2026-06-15;2026-06-15 09:45:45.583;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;FAVORITA TRANSPORTE;35260601336140000360550010039935241618161134;3993524;31742307;PA;10-20kg;12.876;129.2;394.956;265.75600000000003
2026-06-15;2026-06-15 10:00:41.487;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260601336140000360550010040121561780999887;4012156;31742399;SP;30kg+;45.6;145.41;397.9043069948186;252.49430699481863
2026-06-15;2026-06-15 10:05:19.810;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260601336140000360550010040047951681362836;4004795;31742463;ES;30kg+;50.4;134.29;499.0984;364.8084
2026-06-15;2026-06-15 10:10:26.600;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;FAVORITA TRANSPORTE;35260601336140000360550010040080961879369366;4008096;31742498;PA;30kg+;32.828;191.28;698.3584375;507.07843750000006
2026-06-15;2026-06-15 10:20:21.513;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260601336140000360550010040051971240939550;4005197;31742590;SP;10-20kg;16.8;38.4;377.716496350365;339.316496350365
2026-06-15;2026-06-15 11:15:19.133;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260601336140000360550010040053761577203651;4005376;31743059;SE;30kg+;58.38;206.71;513.4777777777778;306.7677777777777
2026-06-15;2026-06-15 11:20:28.377;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260601336140000360550010040049931539532391;4004993;31743112;SC;30kg+;63.392;209.45;573.3730337078651;363.92303370786516
2026-06-15;2026-06-15 11:25:18.253;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260601336140000360550010040053371066504917;4005337;31743157;SP;30kg+;40.728;127.01;397.9043069948186;270.89430699481863
2026-06-15;2026-06-15 11:25:18.253;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260601336140000360550010039978731116709051;3997873;31743165;PE;30kg+;186.816;732.51;559.5709815950921;-172.93901840490787
2026-06-15;2026-06-15 11:35:16.000;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260601336140000360550010039937751751942036;3993775;31743258;BA;30kg+;48.768;518.91;632.1727540983607;113.26275409836069
2026-06-15;2026-06-15 11:35:16.000;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260601336140000360550010040121601446694707;4012160;31743265;SP;20-30kg;28.076;105.32;375.2006624605678;269.8806624605678
2026-06-15;2026-06-15 11:45:19.410;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260601336140000360550010040061191964473188;4006119;31743322;BA;30kg+;35.808;360.57;632.1727540983607;271.60275409836066
2026-06-15;2026-06-15 11:45:19.410;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260601336140000360550010040121411766121982;4012141;31743326;SP;30kg+;44.412;141.89;397.9043069948186;256.01430699481864
2026-06-15;2026-06-15 11:45:19.410;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260601336140000360550010040061011343030877;4006101;31743347;SP;30kg+;51.858;178.08;397.9043069948186;219.8243069948186
2026-06-15;2026-06-15 11:50:19.640;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260601336140000360550010039978821182038924;3997882;31743405;MA;10-20kg;13.44;249.37;454.4175;205.0475
2026-06-15;2026-06-15 12:10:24.543;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260601336140000360550010039978651549861656;3997865;31743686;SP;30kg+;139.40960117699998;433.83;397.9043069948186;-35.92569300518136
2026-06-15;2026-06-15 12:15:19.933;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260601336140000360550010039937731123084823;3993773;31743801;SP;5-10kg;7.546;21.36;366.5678466076696;345.2078466076696
2026-06-15;2026-06-15 12:35:15.867;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260601336140000360550010040071821734284403;4007182;31744131;SP;30kg+;37.878;119.63;397.9043069948186;278.27430699481863
2026-06-15;2026-06-15 12:45:21.800;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260601336140000360550010040054791262789509;4005479;31744252;SP;10-20kg;11.424;26.29;377.716496350365;351.42649635036497
2026-06-15;2026-06-15 13:55:18.043;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260601336140000360550010040121681032133504;4012168;31744877;SC;30kg+;77.16;271.54;573.3730337078651;301.8330337078651
2026-06-15;2026-06-15 14:35:15.657;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260601336140000360550010040070951202533401;4007095;31745218;SP;30kg+;47.664;146.01;397.9043069948186;251.89430699481863
2026-06-15;2026-06-15 14:35:15.657;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260601336140000360550010040070751435444956;4007075;31745224;SP;30kg+;67.98;200.41;397.9043069948186;197.49430699481863
2026-06-15;2026-06-15 14:35:15.657;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260601336140000360550010040050351924839479;4005035;31745225;SP;10-20kg;13.83;30.4;377.716496350365;347.316496350365
2026-06-15;2026-06-15 14:40:24.873;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;FAVORITA TRANSPORTE;35260601336140000360550010039939801938776564;3993980;31745281;GO;30kg+;53.544;79.09;502.2634285714286;423.17342857142864
2026-06-15;2026-06-15 14:45:19.230;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260601336140000360550010040082141999534980;4008214;31745331;SP;30kg+;53.76;184.05;397.9043069948186;213.85430699481861
2026-06-15;2026-06-15 14:45:19.230;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260601336140000360550010039951401565770698;3995140;31745339;PE;30kg+;54.432;198.7;559.5709815950921;360.87098159509213
2026-06-15;2026-06-15 14:50:21.700;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260601336140000360550010039979801520691770;3997980;31745418;SP;30kg+;68.04;206.99;397.9043069948186;190.91430699481862
2026-06-15;2026-06-15 14:55:16.810;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260601336140000360550010040074121449117040;4007412;31745845;SP;30kg+;67.2;223.94;397.9043069948186;173.96430699481863
2026-06-15;2026-06-15 15:10:22.213;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260601336140000360550010040116071111687658;4011607;31745937;RS;30kg+;53.316;173.5;639.6241803278688;466.12418032786877
2026-06-15;2026-06-15 15:25:16.240;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260601336140000360550010040121511090266310;4012151;31746290;SP;30kg+;104.429;335.49;397.9043069948186;62.41430699481862
2026-06-15;2026-06-15 16:00:32.143;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260601336140000360550010040054971863747540;4005497;31746623;SP;30kg+;46.704;162.79;397.9043069948186;235.11430699481863
2026-06-15;2026-06-15 16:15:20.373;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260601336140000360550010039979491863863129;3997949;31746742;SP;30kg+;97.281318288;283.02;397.9043069948186;114.88430699481864
2026-06-15;2026-06-15 16:15:20.373;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260601336140000360550010040120981299882689;4012098;31746749;BA;30kg+;54.528;587.67;632.1727540983607;44.5027540983607
2026-06-15;2026-06-15 16:45:21.323;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260601336140000360550010039979531051826701;3997953;31746996;BA;30kg+;77.7866628;244.92;632.1727540983607;387.2527540983607
2026-06-15;2026-06-15 16:55:17.837;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260601336140000360550010040116041491884238;4011604;31747132;BA;30kg+;52.579449;564.08;632.1727540983607;68.09275409836061
2026-06-15;2026-06-15 17:00:30.197;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;FAVORITA TRANSPORTE;35260601336140000360550010040070831431737500;4007083;31747152;GO;30kg+;34.128;122.22;502.2634285714286;380.04342857142865
2026-06-15;2026-06-15 17:00:30.197;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260601336140000360550010040115341331735645;4011534;31747161;BA;30kg+;155.699896737;503.52;632.1727540983607;128.65275409836067
2026-06-15;2026-06-15 17:10:22.177;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260601336140000360550010040074221512632349;4007422;31747304;PE;30kg+;93.408;426.53;559.5709815950921;133.04098159509215
2026-06-15;2026-06-15 17:20:20.777;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260601336140000360550010040116011165205712;4011601;31747444;SP;30kg+;81.893145873;241.25;397.9043069948186;156.65430699481863
2026-06-15;2026-06-15 17:25:34.483;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260601336140000360550010040121591780304368;4012159;31747517;SP;20-30kg;27.24;88.64;375.2006624605678;286.5606624605678
2026-06-15;2026-06-15 17:50:21.017;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260601336140000360550010040120961623011353;4012096;31747889;SP;30kg+;72.576;219.28;397.9043069948186;178.62430699481862
2026-06-15;2026-06-15 18:10:25.667;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260601336140000360550010040051801472865524;4005180;31748096;BA;30kg+;48.48;514.68;632.1727540983607;117.4927540983607
2026-06-15;2026-06-15 18:15:19.510;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;FAVORITA TRANSPORTE;35260601336140000360550010040057831134995849;4005783;31748138;AC;30kg+;353.36066100000005;762.98;929.5450000000001;166.56500000000005
2026-06-15;2026-06-15 18:20:25.563;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;FAVORITA TRANSPORTE;35260601336140000360550010040057111530240043;4005711;31748194;AC;30kg+;353.36066100000005;762.98;929.5450000000001;166.56500000000005
2026-06-15;2026-06-15 21:55:21.563;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260601336140000360550010040121061545155966;4012106;31748674;SP;30kg+;34.450225425;115.69;397.9043069948186;282.2143069948186
2026-06-15;2026-06-15 21:55:21.563;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260601336140000360550010040121691217568890;4012169;31748682;SP;30kg+;90.777699012;415.02;397.9043069948186;-17.115693005181356
2026-06-15;2026-06-15 21:55:21.563;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260601336140000360550010040070971978022308;4007097;31748710;SP;30kg+;91.212;431.23;397.9043069948186;-33.32569300518139
2026-06-15;2026-06-15 21:55:21.563;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260601336140000360550010040042791650786374;4004279;31748718;SP;30kg+;38.664;121.08;397.9043069948186;276.82430699481864
2026-06-15;2026-06-15 21:55:21.563;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260601336140000360550010040076001031839802;4007600;31748726;RJ;30kg+;71.708;777.88;516.8187096774193;-261.0612903225807
2026-06-15;2026-06-15 21:55:21.563;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260601336140000360550010040121701901353272;4012170;31748739;SP;30kg+;49.776;157.15;397.9043069948186;240.75430699481862
2026-06-15;2026-06-15 21:55:21.563;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260601336140000360550010040076111129102461;4007611;31748744;BA;10-20kg;12.941;105.34;388.9172222222222;283.5772222222222
2026-06-15;2026-06-15 21:55:21.563;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260601336140000360550010040115321903391453;4011532;31748759;PE;30kg+;93.408;359.16;559.5709815950921;200.4109815950921
2026-06-15;2026-06-15 21:55:21.563;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;FAVORITA TRANSPORTE;35260601336140000360550010039946331839074926;3994633;31748767;GO;20-30kg;27.84;93.82;386.85699999999997;293.037
