Data;DataHora;Grupo;Transportadora;ChaveNFe;NumeroNF;ShipmentOrderID;UF;FaixaPeso;PesoRealKg;ValorCobrado;ValorEBBEstimado;Economia
2026-07-02;2026-07-02 09:00:27.867;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040271491834425587;4027149;31877506;SP;30kg+;33.432;112.56;397.9043069948186;285.3443069948186
2026-07-02;2026-07-02 10:20:21.297;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040284781958340179;4028478;31878003;SP;30kg+;36.288;132.69;397.9043069948186;265.2143069948186
2026-07-02;2026-07-02 11:00:28.827;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040271581885845060;4027158;31878360;SP;30kg+;93.408;273.95;397.9043069948186;123.95430699481864
2026-08-17;2026-08-17 16:05:36.927;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040698451078243648;4069845;32304670;MG;30kg+;36.288;143.07;703.1904179104478;560.1204179104477
2026-08-17;2026-08-17 15:50:19.077;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040698431066075619;4069843;32304531;BA;20-30kg;28.868;278.54;407.9010810810811;129.36108108108107
2026-08-16;2026-08-16 11:45:22.040;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040698351843113150;4069835;32294843;SP;30kg+;53.96;168.89;397.9043069948186;229.01430699481864
2026-08-15;2026-08-15 13:05:16.523;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040695731493862235;4069573;32290810;BA;30kg+;34.532;345.83;632.1727540983607;286.3427540983607
2026-08-15;2026-08-15 11:15:28.720;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;FAVORITA TRANSPORTE;35260801336140000360550010040684931941319249;4068493;32290286;PA;30kg+;54.528;269.53;698.3584375;428.82843750000006
2026-08-14;2026-08-14 12:10:29.697;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040679891265770835;4067989;32282923;SP;30kg+;98.3296;312.4;397.9043069948186;85.50430699481865
2026-08-14;2026-08-14 09:00:33.610;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040677191432287092;4067719;32281247;BA;30kg+;38.472;128.51;632.1727540983607;503.66275409836067
2026-08-13;2026-08-13 09:20:21.660;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040664401026668620;4066440;32272365;MG;30kg+;93.408;283.45;703.1904179104478;419.7404179104478
2026-08-12;2026-08-12 14:00:48.270;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040662591639975625;4066259;32266926;BA;30kg+;48.48;514.68;632.1727540983607;117.4927540983607
2026-08-10;2026-08-10 08:35:14.497;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040637491545700581;4063749;32246889;MG;30kg+;53.952;170.48;703.1904179104478;532.7104179104477
2026-08-10;2026-08-10 08:20:16.663;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040636841317047674;4063684;32246801;BA;30kg+;93.408;1061.45;632.1727540983607;-429.2772459016394
2026-08-10;2026-08-10 02:45:19.357;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040636261379287462;4063626;32246405;BA;30kg+;106.284;1218.55;632.1727540983607;-586.3772459016393
2026-08-09;2026-08-09 14:30:25.787;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040634991890289632;4063499;32240832;BA;30kg+;41.496;153.38;632.1727540983607;478.79275409836066
2026-08-09;2026-08-09 13:00:28.783;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040635051361223246;4063505;32240216;BA;30kg+;81.780771072;918.37;632.1727540983607;-286.19724590163935
2026-08-09;2026-08-09 11:30:24.053;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040644531909227047;4064453;32239470;SC;30kg+;70.056;227.09;573.3730337078651;346.2830337078651
2026-08-08;2026-08-08 18:50:17.580;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040639031225528658;4063903;32236787;BA;10-20kg;11.442;119.23;388.9172222222222;269.6872222222222
2026-08-08;2026-08-08 17:05:16.883;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040638971596907160;4063897;32236281;MG;30kg+;52.884;176.51;703.1904179104478;526.6804179104478
2026-08-08;2026-08-08 14:20:16.040;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040625901285011189;4062590;32234789;MG;30kg+;62.34234916;659.08;703.1904179104478;44.11041791044772
2026-08-08;2026-08-08 10:45:21.660;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040632381646222277;4063238;32233971;MG;30kg+;52.908;190.99;703.1904179104478;512.2004179104478
2026-08-08;2026-08-08 10:05:17.500;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;FAVORITA TRANSPORTE;35260801336140000360550010040632241734782414;4063224;32233704;PA;30kg+;53.76;270.76;698.3584375;427.59843750000005
2026-08-07;2026-08-07 14:45:20.513;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040631561260401375;4063156;32229491;BA;30kg+;73.584;820.42;632.1727540983607;-188.2472459016393
2026-08-07;2026-08-07 12:30:25.937;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040631731576846785;4063173;32228732;BA;30kg+;93.408;2065.35;632.1727540983607;-1433.1772459016393
2026-08-06;2026-08-06 09:45:19.663;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040634521630326094;4063452;32217789;AL;30kg+;87.36;2128.18;720.6108695652174;-1407.5691304347824
2026-08-06;2026-08-06 09:45:19.663;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040616741887318140;4061674;32217764;BA;10-20kg;13.325235610000002;115.37;388.9172222222222;273.5472222222222
2026-08-06;2026-08-06 09:45:19.663;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040632331774589738;4063233;32217752;PE;30kg+;59.142;239.6;559.5709815950921;319.9709815950921
2026-08-06;2026-08-06 09:45:19.663;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040633741894760033;4063374;32217743;PE;30kg+;77.7866628;290.52;559.5709815950921;269.05098159509214
2026-08-06;2026-08-06 09:41:15.560;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040631541548197918;4063154;32217608;BA;30kg+;106.284;342.75;632.1727540983607;289.42275409836066
2026-08-05;2026-08-05 11:35:12.990;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040616691050224872;4061669;32130538;SP;30kg+;87.46268121;281.31;397.9043069948186;116.59430699481862
2026-08-05;2026-08-05 03:10:16.580;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040631661965595380;4063166;32128908;PE;30kg+;93.408;426.53;559.5709815950921;133.04098159509215
2026-08-04;2026-08-04 21:30:19.757;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;FAVORITA TRANSPORTE;35260801336140000360550010040633671901557698;4063367;32127898;PA;30kg+;114.20418779999999;468.52;698.3584375;229.83843750000005
2026-07-02;2026-07-02 13:10:20.750;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;FAVORITA TRANSPORTE;35260701336140000360550010040271891454974010;4027189;31879579;MS;30kg+;47.077044;141.79;512.7392857142858;370.9492857142858
2026-07-02;2026-07-02 15:45:27.047;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040273291471218191;4027329;31880964;PE;30kg+;71.043136;268.21;559.5709815950921;291.36098159509214
2026-07-02;2026-07-02 16:00:30.023;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;FAVORITA TRANSPORTE;35260701336140000360550010040283021631560268;4028302;31881079;DF;30kg+;93.408;141.78;569.3891666666667;427.60916666666674
2026-07-02;2026-07-02 16:00:30.023;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040273541755356664;4027354;31881090;PE;30kg+;53.76;201.9;559.5709815950921;357.67098159509214
2026-07-02;2026-07-02 17:35:16.010;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;FAVORITA TRANSPORTE;35260701336140000360550010040273931497982787;4027393;31881967;MS;30kg+;46.476;143.63;512.7392857142858;369.10928571428576
2026-07-02;2026-07-02 18:59:39.690;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040282491455952406;4028249;31882610;BA;20-30kg;20.259;189.75;407.9010810810811;218.1510810810811
2026-07-02;2026-07-02 21:10:18.470;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040282871539885808;4028287;31883727;SP;30kg+;51.641062473000005;161.82;397.9043069948186;236.08430699481863
2026-07-02;2026-07-02 23:45:16.563;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;FAVORITA TRANSPORTE;35260701336140000360550010040417081288498778;4041708;31884726;GO;30kg+;41.972;70.43;502.2634285714286;431.8334285714286
2026-07-03;2026-07-03 09:30:24.140;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040283031211060596;4028303;31886321;SP;30kg+;93.408;265.89;397.9043069948186;132.01430699481864
2026-07-03;2026-07-03 10:00:40.793;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;FAVORITA TRANSPORTE;35260701336140000360550010040279171108756412;4027917;31886518;PA;30kg+;36.288;224.69;698.3584375;473.66843750000004
2026-07-03;2026-07-03 11:00:27.573;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;FAVORITA TRANSPORTE;35260701336140000360550010040279561741963803;4027956;31886949;GO;30kg+;45.98866499999999;122.68;502.2634285714286;379.5834285714286
2026-07-03;2026-07-03 11:15:20.703;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040284801775898667;4028480;31887095;SP;30kg+;32.616;112.0;397.9043069948186;285.9043069948186
2026-07-03;2026-07-03 11:25:14.400;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;FAVORITA TRANSPORTE;35260701336140000360550010040279861401484380;4027986;31887177;GO;20-30kg;27.84;93.82;386.85699999999997;293.037
2026-07-03;2026-07-03 12:10:19.370;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040284831219574455;4028483;31887553;SP;30kg+;36.288;132.34;397.9043069948186;265.5643069948186
2026-07-03;2026-07-03 12:25:42.573;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040284871659778651;4028487;31887667;SP;30kg+;32.352;120.02;397.9043069948186;277.88430699481864
2026-07-03;2026-07-03 13:30:26.330;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040284931286827374;4028493;31887978;BA;30kg+;93.408;299.24;632.1727540983607;332.93275409836065
2026-07-03;2026-07-03 14:15:19.817;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;FAVORITA TRANSPORTE;35260701336140000360550010040282531128772068;4028253;31888404;GO;30kg+;127.80203580000001;268.86;502.2634285714286;233.4034285714286
2026-07-03;2026-07-03 14:30:23.940;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040284881342153957;4028488;31888481;BA;30kg+;106.284;342.75;632.1727540983607;289.42275409836066
2026-07-03;2026-07-03 15:30:42.203;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040284891703759135;4028489;31888993;SP;30kg+;66.636;222.59;397.9043069948186;175.31430699481862
2026-07-03;2026-07-03 15:40:19.967;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040284911873790686;4028491;31889087;CE;30kg+;93.408;466.4;804.6896428571429;338.2896428571429
2026-07-03;2026-07-03 19:30:27.840;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040303021514175144;4030302;31890943;MG;10-20kg;11.753;28.86;349.35677966101696;320.49677966101694
2026-07-04;2026-07-04 09:15:19.153;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040303051633718607;4030305;31893529;SP;30kg+;36.792;133.58;397.9043069948186;264.3243069948186
2026-07-04;2026-07-04 13:20:20.063;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040318291934356260;4031829;31894446;SP;30kg+;44.124;142.06;397.9043069948186;255.84430699481862
2026-07-04;2026-07-04 22:30:18.750;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040300381382455710;4030038;31897167;BA;10-20kg;18.624;167.02;388.9172222222222;221.8972222222222
2026-07-05;2026-07-05 08:50:16.540;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040301131659665692;4030113;31898002;PR;30kg+;93.408;281.63;537.3662837837838;255.73628378378385
2026-07-05;2026-07-05 14:10:19.153;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040302821360726591;4030282;31899323;RS;30kg+;93.408;290.87;639.6241803278688;348.75418032786877
2026-07-05;2026-07-05 16:50:18.673;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040302831008217411;4030283;31901996;CE;30kg+;54.11849929;257.41;804.6896428571429;547.2796428571428
2026-07-06;2026-07-06 10:30:31.770;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;FAVORITA TRANSPORTE;35260701336140000360550010040300161208964489;4030016;31905647;PA;30kg+;53.76;238.81;698.3584375;459.54843750000003
2026-08-04;2026-08-04 20:45:23.050;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040630901611471385;4063090;32127656;MG;30kg+;93.408;283.45;703.1904179104478;419.7404179104478
2026-08-04;2026-08-04 20:30:26.097;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040631301875535857;4063130;32127576;PE;30kg+;67.776;276.52;559.5709815950921;283.05098159509214
2026-08-04;2026-08-04 20:00:32.383;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;FAVORITA TRANSPORTE;35260801336140000360550010040696341649507736;4069634;32127436;AC;30kg+;176.64;441.79;929.5450000000001;487.75500000000005
2026-08-04;2026-08-04 18:35:16.400;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;FAVORITA TRANSPORTE;35260801336140000360550010040696381154400472;4069638;32126875;AC;30kg+;176.64;441.14;929.5450000000001;488.4050000000001
2026-08-04;2026-08-04 18:25:37.820;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;FAVORITA TRANSPORTE;35260801336140000360550010040696321867493147;4069632;32126810;AC;30kg+;176.64;441.14;929.5450000000001;488.4050000000001
2026-08-04;2026-08-04 16:45:22.670;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040633911785909320;4063391;32126227;ES;30kg+;93.408;1004.51;499.0984;-505.41159999999996
2026-08-04;2026-08-04 15:55:21.610;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040616721784533450;4061672;32125926;SP;20-30kg;25.368;75.61;375.2006624605678;299.5906624605678
2026-08-04;2026-08-04 11:35:15.687;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;FAVORITA TRANSPORTE;35260801336140000360550010040539691698110322;4053969;32124397;GO;30kg+;37.584;122.27;502.2634285714286;379.99342857142864
2026-08-04;2026-08-04 07:00:31.427;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040631631147517058;4063163;32123364;PE;30kg+;93.408;426.53;559.5709815950921;133.04098159509215
2026-08-04;2026-08-04 06:20:22.130;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040631811694091905;4063181;32123314;MG;30kg+;106.284;349.91;703.1904179104478;353.28041791044774
2026-08-03;2026-08-03 18:30:45.687;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040616591281939072;4061659;32120817;BA;30kg+;53.76;579.43;632.1727540983607;52.742754098360706
2026-08-03;2026-08-03 10:00:30.433;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040542041739204662;4054204;32117128;SP;30kg+;44.238;156.07;397.9043069948186;241.83430699481863
2026-08-02;2026-08-02 16:30:24.933;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040631841525433355;4063184;32112135;SP;30kg+;53.76;184.03;397.9043069948186;213.87430699481862
2026-08-01;2026-08-01 17:00:25.680;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040538761243435078;4053876;32106281;MG;30kg+;77.7866628;240.44;703.1904179104478;462.75041791044777
2026-08-01;2026-08-01 16:45:20.260;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040538101424353209;4053810;32106232;MG;30kg+;77.7866628;240.44;703.1904179104478;462.75041791044777
2026-08-01;2026-08-01 16:10:20.687;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040633871134463208;4063387;32106100;MA;30kg+;73.584;266.43;784.1933333333333;517.7633333333333
2026-08-01;2026-08-01 15:00:28.930;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040632031993990315;4063203;32105641;MG;30kg+;80.592;859.95;703.1904179104478;-156.75958208955228
2026-08-01;2026-08-01 12:15:19.167;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040631761617331581;4063176;32105213;MG;30kg+;93.408;311.36;703.1904179104478;391.83041791044775
2026-08-01;2026-08-01 11:00:27.520;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040616481576031450;4061648;32104942;MG;30kg+;98.3296;282.64;703.1904179104478;420.5504179104478
2026-08-01;2026-08-01 05:55:13.143;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040631461929301794;4063146;32104056;MG;30kg+;93.408;1198.38;703.1904179104478;-495.18958208955235
2026-08-01;2026-08-01 05:50:16.113;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040631091894381190;4063109;32104055;MG;30kg+;93.408;1198.38;703.1904179104478;-495.18958208955235
2026-08-01;2026-08-01 02:45:21.273;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040630711781926469;4063071;32103997;SP;20-30kg;24.108;70.66;375.2006624605678;304.5406624605678
2026-07-31;2026-07-31 21:15:19.990;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040630731529074636;4063073;32102744;PE;30kg+;93.408;426.53;559.5709815950921;133.04098159509215
2026-07-31;2026-07-31 21:10:20.360;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040630991807369708;4063099;32102726;PE;30kg+;93.408;426.53;559.5709815950921;133.04098159509215
2026-07-31;2026-07-31 20:40:21.290;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040616551365708820;4061655;32102582;SP;10-20kg;16.08;38.33;377.716496350365;339.386496350365
2026-07-31;2026-07-31 20:30:24.980;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040616401715847430;4061640;32102541;SP;20-30kg;28.758;105.74;375.2006624605678;269.4606624605678
2026-07-31;2026-07-31 18:55:17.420;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040633881086545456;4063388;32101793;SP;30kg+;57.372;177.2;397.9043069948186;220.70430699481864
2026-07-31;2026-07-31 09:00:28.220;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040630861305700671;4063086;32097715;MG;30kg+;93.408;275.01;703.1904179104478;428.1804179104478
2026-07-30;2026-07-30 14:00:26.223;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040616181519429247;4061618;32092457;MG;30kg+;50.4;161.14;703.1904179104478;542.0504179104478
2026-07-30;2026-07-30 13:25:28.900;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040634221684255692;4063422;32092125;RS;30kg+;53.76;202.67;639.6241803278688;436.9541803278688
2026-07-29;2026-07-29 23:45:24.040;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040616261000112208;4061626;32088928;MG;30kg+;38.56379364;148.55;703.1904179104478;554.6404179104477
2026-07-29;2026-07-29 03:45:16.247;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040616511491566185;4061651;32082071;SP;30kg+;52.64012845;163.06;397.9043069948186;234.84430699481862
2026-07-28;2026-07-28 21:00:26.053;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040494911211752439;4049491;32080791;MG;30kg+;93.408;275.01;703.1904179104478;428.1804179104478
2026-07-28;2026-07-28 11:50:21.150;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260801336140000360550010040616171598777963;4061617;32074307;BA;30kg+;53.76;579.43;632.1727540983607;52.742754098360706
2026-07-27;2026-07-27 16:00:29.563;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040470651372476483;4047065;32066425;MG;30kg+;53.142;560.67;703.1904179104478;142.5204179104478
2026-07-26;2026-07-26 18:00:29.833;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040469031952034852;4046903;32059561;MG;30kg+;95.06;276.95;703.1904179104478;426.2404179104478
2026-07-26;2026-07-26 14:40:24.603;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040468461744670093;4046846;32056805;SP;30kg+;43.734;261.35;397.9043069948186;136.5543069948186
2026-07-25;2026-07-25 14:00:30.233;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040467701332288280;4046770;32051691;MG;30kg+;65.21284369;198.14;703.1904179104478;505.0504179104478
2026-07-23;2026-07-23 20:30:36.957;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040435891543610180;4043589;32041019;MG;30kg+;70.056;242.29;703.1904179104478;460.9004179104478
2026-07-23;2026-07-23 11:15:19.327;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040426941904726766;4042694;32035382;MG;30kg+;93.408;999.63;703.1904179104478;-296.43958208955223
2026-07-18;2026-07-18 14:00:25.603;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040386521968321337;4038652;31994251;SP;10-20kg;18.144;49.23;377.716496350365;328.486496350365
2026-07-06;2026-07-06 17:25:13.370;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;FAVORITA TRANSPORTE;35260701336140000360550010040303561606003782;4030356;31908894;GO;20-30kg;27.84;93.82;386.85699999999997;293.037
2026-07-06;2026-07-06 20:20:17.340;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040308961885032280;4030896;31910721;SP;30kg+;46.956;151.0;397.9043069948186;246.90430699481863
2026-07-07;2026-07-07 12:15:32.787;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040312621369650484;4031262;31914347;MG;30kg+;59.712;186.48;703.1904179104478;516.7104179104477
2026-07-07;2026-07-07 14:20:34.910;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040460951141461434;4046095;31914899;PR;30kg+;54.999;169.75;537.3662837837838;367.61628378378384
2026-07-07;2026-07-07 14:35:20.890;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040312791388883259;4031279;31915118;SP;30kg+;60.708;291.31;397.9043069948186;106.59430699481862
2026-07-07;2026-07-07 14:35:20.890;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040312721372626293;4031272;31915119;MG;30kg+;93.408;283.45;703.1904179104478;419.7404179104478
2026-07-07;2026-07-07 16:40:22.213;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040314951065384336;4031495;31916605;PR;30kg+;93.408;268.83;537.3662837837838;268.53628378378386
2026-07-07;2026-07-07 19:00:30.720;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040314971927830554;4031497;31917819;SC;30kg+;78.54;276.99;573.3730337078651;296.38303370786514
2026-07-08;2026-07-08 11:05:16.290;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040320551192686061;4032055;31921864;SP;30kg+;73.584;220.77;397.9043069948186;177.13430699481862
2026-07-08;2026-07-08 18:35:12.430;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040329421161591280;4032942;31925414;SP;30kg+;71.592;215.94;397.9043069948186;181.96430699481863
2026-07-08;2026-07-08 21:35:11.030;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040329481124160585;4032948;31926517;BA;30kg+;36.888964;372.66;632.1727540983607;259.51275409836063
2026-07-09;2026-07-09 08:20:19.067;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040330731468723481;4033073;31928016;SP;20-30kg;27.936;98.13;375.2006624605678;277.0706624605678
2026-07-09;2026-07-09 10:35:15.047;Campanha HEIST -> GOL(SPO LOG)/JADLOG/FAVORITA;JADLOG;35260701336140000360550010040330851825395073;4033085;31928656;SP;3-5kg;4.536;17.12;376.4645323741007;359.3445323741007
